COMP ID,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
558,4126,adenosine 5'-diphosphoribose (ADP-ribose),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Neg,215,920.0,558.0644,192,68414-18-6,C00301,HMDB01178
32342,3947,AMP,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Pos Early,209,1013.0,348.0704,6083,149022-20-8,C00020,HMDB00045
52988,1788,adipoylcarnitine (C6-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",LC/MS Pos Early,100006614,2570.0,290.1598,71296139,,,HMDB61677
32980,1473,adrenate (22:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001193,5678.0,331.2643,5497181,2091-25-0,C16527,HMDB02226
1126,28,alanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,811,1700.0,90.055,5950,56-41-7,C00041,HMDB00161
1107,3941,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Polar,1002,1672.0,157.0367,204,97-59-6,C02350,HMDB00462
41494,4558,alliin,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100003473,1470.0,178.0532,87310,556-27-4,C08265,HMDB33592
43534,5409,allopurinol,Xenobiotics,Drug - Metabolic,LC/MS Neg,100004518,1530.0,135.0312,2094,315-30-0,,
38321,5410,allopurinol riboside,Xenobiotics,Drug - Metabolic,LC/MS Neg,100002454,1660.0,267.0735,,16220-07-8,,
48188,4171,alpha-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100002206,4045.0,277.1445,9943542,4072-32-6,,HMDB01518
39346,4167,alpha-CEHC glucuronide*,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100003101,2616.0,453.1766,134819285,477200-36-5,,
47666,4168,alpha-CEHC sulfate,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100005972,3090.0,357.1013,,,,
63926,4156,alpha-CMBHC glucuronide,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100005977,3664.0,495.2236,,,,
37073,1836,alpha-hydroxycaproate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100001723,1920.0,131.0714,99824,6064-63-7,,HMDB01624
22132,309,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100000706,1840.0,131.0714,83697,10303-64-7,C03264,HMDB00746
46537,377,alpha-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,100001300,1052.0,117.0557,99823,600-37-3,,HMDB00407
4968,407,alpha-ketobutyrate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,796,940.0,101.0244,58,600-18-0,C00109,HMDB00005
62101,44,alpha-ketoglutaramate*,Amino Acid,Glutamate Metabolism,LC/MS Polar,100002397,1916.0,144.0302,48,18465-19-5,,
528,1350,alpha-ketoglutarate,Energy,TCA Cycle,LC/MS Polar,93,2700.0,145.0143,51,305-72-6;328-50-7;22202-68-2,C00026,HMDB00208
1561,4157,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Pos Late,1105,2522.0,430.3782,14985,59-02-9;10191-41-0,C02477,HMDB01893
52948,5136,amoxicillin,Xenobiotics,Drug - Antibiotic,LC/MS Neg,100008962,2365.0,364.0973,2171,26787-78-0,C06827,HMDB15193
63738,5135,ampicillin,Xenobiotics,Drug - Antibiotic,LC/MS Neg,100021747,3322.0,348.1024,2174;5244176,69-53-4,,
32827,3215,andro steroid monosulfate C19H28O6S (1)*,Lipid,Androgenic Steroids,LC/MS Neg,100002152,3871.0,383.1534,,,,
37207,3189,"androstenediol (3alpha, 17alpha) monosulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100002026,4712.0,369.1741,,,,
37209,3190,"androstenediol (3alpha, 17alpha) monosulfate (3)",Lipid,Androgenic Steroids,LC/MS Neg,100002027,5180.0,369.1741,,,,
37202,3185,"androstenediol (3beta,17beta) disulfate (1)",Lipid,Androgenic Steroids,LC/MS Neg,100001992,3740.0,224.0618,87120982,,C04295,HMDB03818
37203,3186,"androstenediol (3beta,17beta) disulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100001994,4065.0,224.0624,,,,
37211,3182,"androstenediol (3beta,17beta) monosulfate (1)",Lipid,Androgenic Steroids,LC/MS Neg,100002028,4535.0,369.1741,13847309,521-17-5,,HMDB03818
37210,3183,"androstenediol (3beta,17beta) monosulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100002029,4500.0,369.1741,,,,
61846,3166,androsterone glucuronide,Lipid,Androgenic Steroids,LC/MS Neg,100002761,4953.0,465.2494,114833,1852-43-3,C11135,HMDB02829
31591,3176,androsterone sulfate,Lipid,Androgenic Steroids,LC/MS Neg,100001073,5022.0,369.1741,159663,2479-86-9,,HMDB02759
15747,82,anserine,Amino Acid,Histidine Metabolism,LC/MS Neg,100000044,1124.8,239.115,112072,10030-52-1,C01262,HMDB00194
4970,257,anthranilate,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,1258,2606.0,138.055,227,118-92-3,C00108,HMDB01123
575,1180,arabinose,Carbohydrate,Pentose Metabolism,LC/MS Polar,828,1804.5,195.051,66308,28697-53-2,C00216,HMDB00646
48885,1188,arabitol/xylitol,Carbohydrate,Pentose Metabolism,LC/MS Polar,100006430,1932.4,151.0612,,,,
48255,1194,arabonate/xylonate,Carbohydrate,Pentose Metabolism,LC/MS Polar,100006115,2700.0,165.0405,,,,
1118,1416,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,893,6240.0,311.2956,10467,506-30-9,C06425,HMDB02212
1110,1471,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,229,5535.0,303.233,444899,506-32-1,C00219,HMDB01043
57518,1778,arachidonoylcarnitine (C20:4),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",LC/MS Pos Late,100015837,1353.0,448.3422,,,,
53261,1830,arachidonoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100009332,1390.0,390.3367,,,,
57513,1754,arachidoylcarnitine (C20)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100015833,1512.0,456.4047,,,,HMDB06460
57461,470,argininate*,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100002769,2150.0,176.103,160437,157-07-3,,HMDB03148
1638,432,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,231,2825.0,175.119,232,1119-34-2,C00062,HMDB00517
52960,5496,aripiprazole,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100008941,1000.0,448.1553,60795,129722-12-9,"D01164,C12564",HMDB05042
63590,4146,ascorbic acid 2-sulfate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100009329,3042.0,254.9816,86484,,,
63687,4147,ascorbic acid 3-sulfate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100020409,2025.0,254.9815,11425365,,,
512,39,asparagine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,917,2951.1,131.0462,6267,70-47-3,C00152,HMDB00168
443,35,aspartate,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,234,1165.0,134.0448,5960,56-84-8,C00049,HMDB00191
38658,5290,atenolol,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Early,100002726,2668.0,267.1703,2249,29122-68-7,D00235,HMDB01924
18362,1575,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,2029,1276.0,187.0976,2266,123-99-9,C08261,HMDB00784
12125,1418,behenate (22:0)*,Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,314,6745.0,339.3269,8215,112-85-6,C08281,HMDB00944
57331,2936,behenoyl dihydrosphingomyelin (d18:0/22:0)*,Lipid,Dihydrosphingomyelins,LC/MS Pos Late,100009026,3150.0,789.6844,,,,HMDB12091
48492,2942,behenoyl sphingomyelin (d18:1/22:0)*,Lipid,Sphingomyelins,LC/MS Pos Late,100006294,3083.0,787.6688,,,,HMDB12103
57514,1755,behenoylcarnitine (C22)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100015832,1561.0,484.436,,,,
64103,5328,benazepril,Xenobiotics,Drug - Cardiovascular,LC/MS Neg,100020683,4882.0,423.1925,5362124,,"C06843,D07499",HMDB14682
64098,5329,Benazeprilat,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Early,100020684,3324.0,397.1758,5463984,,D03077,HMDB60582
15778,4268,benzoate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100000008,1750.0,121.0295,243,65-85-0,C00180,HMDB01870
55,4046,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Pos Early,244,1905.0,90.055,239,56-41-7;107-95-9,C00099,HMDB00056
54923,54,beta-citrylglutamate,Amino Acid,Glutamate Metabolism,LC/MS Neg,100003271,530.0,320.0623,72715786,73590-26-8,C20775,
57591,4231,beta-cryptoxanthin,Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,100001977,2560.0,552.4326,6384256,472-70-8,,HMDB33844
35101,4570,beta-guanidinopropanoate,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001411,2145.0,132.0768,67701,353-09-3,C03065,HMDB13222
12129,325,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,1442,1027.0,117.0557,69362,625-08-1,,HMDB00754
35433,326,beta-hydroxyisovaleroylcarnitine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001594,2584.0,262.1649,,99159-87-2,,
27414,3055,beta-sitosterol,Lipid,Sterol,LC/MS Pos Late,100001033,3054.0,397.3829,222284,83-46-5,C01753,HMDB00852
3141,6,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,799,1064.0,118.0863,247,107-43-7,C00719,HMDB00043
32586,4205,"bilirubin (E,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,LC/MS Pos Late,100001950,1045.0,585.2708,5315454,,,
47886,4206,"bilirubin (E,Z or Z,E)*",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,LC/MS Pos Late,100001951,1265.0,585.2708,5799469,,,HMDB00488
43807,4204,bilirubin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,LC/MS Pos Late,1090,1840.0,585.2708,5280352,635-65-4,C00486,HMDB00054
2137,4207,biliverdin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,LC/MS Pos Late,250,1016.0,583.2551,5353439,55482-27-4;55482-27-4,C00500,HMDB01008
22154,999,bradykinin,Peptide,Polypeptide,LC/MS Pos Late,100000967,792.0,530.788,439201,58-82-2,C00306,HMDB04246
34420,1002,"bradykinin, des-arg(9)",Peptide,Polypeptide,LC/MS Neg,100001292,4250.0,902.453,105044,15958-92-6,C00306,HMDB04246
33962,1001,(Hyp-3)-Bradykinin,Peptide,Polypeptide,LC/MS Pos Late,100001237,776.0,538.7854,169947,37642-65-2,,HMDB11728
63191,1589,branched chain 14:0 dicarboxylic acid,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100021374,3849.0,257.1758,,,,
63615,5897,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100021666,4805.0,169.1234,,,,
63616,5898,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*",Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100021667,4853.0,169.1234,,,,
63683,5900,"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100021709,5261.0,197.1546,,,,
40605,1388,butyrate/isobutyrate (4:0),Lipid,Short Chain Fatty Acid,LC/MS Neg,1143,1062.0,87.0452,264,109-92-6,C00246,HMDB00039
32412,1664,butyrylcarnitine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Pos Early,100001054,2860.0,232.1543,439829,25576-40-3,C02862,HMDB02013
31850,1665,butyrylglycine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),LC/MS Neg,100001151,1470.0,144.0666,88412,20208-73-5,,HMDB00808
48782,245,C-glycosyltryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100006379,2700.0,367.15,10981970,180509-18-6,,
53254,4935,caffeic acid sulfate,Xenobiotics,Food Component/Plant,LC/MS Polar,100009337,1307.0,258.9918,,,,HMDB41708
569,4367,caffeine,Xenobiotics,Xanthine Metabolism,LC/MS Pos Early,849,2106.0,195.0877,2519,58-08-2,C07481,HMDB01847
33997,3058,campesterol,Lipid,Sterol,LC/MS Pos Late,100001269,2873.0,383.3672,173183,474-62-4,C01789,HMDB02869
1642,1394,caprate (10:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,888,5090.7,171.1391,2969,334-48-5,C01571,HMDB00511
32489,1390,caproate (6:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,926,2713.7,115.0765,8892,142-62-1,C01585,HMDB00535
32492,1392,caprylate (8:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,932,4362.0,143.1078,379,124-07-2,C06423,HMDB00482
40007,56,carboxyethyl-GABA,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,100003260,2085.0,176.0917,2572,4386-03-02 00:00:00,,HMDB02201
43333,5081,carboxyibuprofen,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,100004171,1920.0,235.0976,10444113,15935-54-3,,HMDB60564
15500,1811,carnitine,Lipid,Carnitine Metabolism,LC/MS Polar,100000007,2947.0,206.1034,10917,461-05-2,C00318,HMDB00062
63650,5895,carnitine of C10H14O2 (5)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100021678,4521.0,370.1871,,,,
57635,4227,carotene diol (1),Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,100015966,1720.0,568.4276,,,,
57636,4228,carotene diol (2),Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,100015967,1904.0,568.4279,,,,
57637,4229,carotene diol (3),Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,100015968,1948.0,568.4279,,,,
53243,227,catechol glucuronide,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100009326,1742.0,285.0616,75124209,,,
35320,4288,catechol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100001605,1906.0,188.9863,3083879,4918-96-1,,HMDB59724
38599,5093,celecoxib,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,100002805,5283.0,380.0686,2662,169590-42-5,C07589,HMDB05014
57704,5144,cephalexin,Xenobiotics,Drug - Antibiotic,LC/MS Pos Early,100015899,3063.0,348.1013,27447;6560168,15686-71-2,"D00263,C06895",HMDB14707
57434,2885,"ceramide (d18:1/17:0, d17:1/18:0)*",Lipid,Ceramides,LC/MS Pos Late,100015737,3055.0,552.5351,,,,
57443,2889,"ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Ceramides,LC/MS Pos Late,100015744,3858.0,646.6133,,,,
57516,1757,cerotoylcarnitine (C26)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100015835,1649.0,540.4986,,,,HMDB06347
54745,5518,cetirizine,Xenobiotics,Drug - Respiratory,LC/MS Pos Late,100009034,1052.0,389.1627,2678,83881-51-0,C07778,HMDB05032
1563,3270,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,1123,5264.0,391.2854,10133,474-24-9;474-25-9,C02528,HMDB00518
63607,3271,chenodeoxycholic acid sulfate (1),Lipid,Primary Bile Acid Metabolism,LC/MS Neg,100021650,4531.0,235.1175,,,,
37112,2064,chiro-inositol,Lipid,Inositol Metabolism,LC/MS Polar,100001859,3191.2,225.0616,,643-12-9,C19891,HMDB34220
22842,3267,cholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,136,5165.0,407.2803,221493,81-25-4,C00695,HMDB00619
63,3028,cholesterol,Lipid,Sterol,LC/MS Pos Late,266,2707.0,369.3516,11025495,57-88-5,C00187,HMDB00067
62571,3285,cholic acid glucuronide,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,100020549,4512.0,583.3124,,,,
15506,2092,choline,Lipid,Phospholipid Metabolism,LC/MS Pos Early,1256,1961.0,104.107,305,67-48-1,C00114,HMDB00097
34396,2093,phosphocholine,Lipid,Phospholipid Metabolism,LC/MS Pos Early,267,700.0,184.0733,1014,72556-74-2,C00588,HMDB01565
38637,4595,cinnamoylglycine,Xenobiotics,Food Component/Plant,LC/MS Neg,100002253,3127.0,204.0666,709625,16534-24-0,,HMDB11621
64389,1802,"cis-3,4-methyleneheptanoylcarnitine",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",LC/MS Pos Late,100021728,845.0,286.2013,,,,
62873,1395,cis-4-decenoate (10:1n6)*,Lipid,Medium Chain Fatty Acid,LC/MS Neg,100002796,4890.0,169.1234,5312351,505-90-8,,
38178,1764,cis-4-decenoylcarnitine (C10:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100002259,1057.0,314.2326,,98930-66-6,,
62476,5474,citalopram N-oxide*,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100020792,905.0,341.166,10068142,,C16607,HMDB60654
62479,5475,citalopram propionate*,Xenobiotics,Drug - Psychoactive,LC/MS Neg,100020793,4400.0,310.0885,10403174,,C16610,HMDB60463
40459,5482,citalopram/escitalopram,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100003444,908.0,325.1711,146570,219861-08-2,D07913,HMDB05028
47076,1365,citraconate/glutaconate,Energy,TCA Cycle,LC/MS Polar,100006438,2600.0,129.0194,,,,
22158,61,citramalate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,100000998,1224.0,166.071,1081,6236-10-08 00:00:00,C00815,HMDB00426
1564,1344,citrate,Energy,TCA Cycle,LC/MS Neg,1124,582.0,191.0197,311,77-92-9,C00158,HMDB00094
2132,441,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,391,1520.0,176.103,9750,372-75-8,C00327,HMDB00904
42960,5183,clotrimazole,Xenobiotics,Drug - Antibiotic,LC/MS Pos Late,100004179,1015.0,277.0776,2812,23593-75-1,D00282,HMDB01922
1712,3138,cortisol,Lipid,Corticosteroids,LC/MS Neg,356,4710.0,361.202,5754,50-23-7,C00735,HMDB00063
1769,3142,cortisone,Lipid,Corticosteroids,LC/MS Neg,273,4575.0,359.1864,222786,53-06-5,C00762,HMDB02802
57699,3148,cortolone glucuronide (1),Lipid,Corticosteroids,LC/MS Neg,100015971,4600.0,541.2654,,,,
553,4387,cotinine,Xenobiotics,Tobacco Metabolite,LC/MS Pos Early,848,2213.0,177.1022,854019,486-56-6,,HMDB01046
38662,4389,cotinine N-oxide,Xenobiotics,Tobacco Metabolite,LC/MS Pos Early,100002719,1377.0,193.0972,9815514,36508-80-2,,HMDB01411
27718,476,creatine,Amino Acid,Creatine Metabolism,LC/MS Pos Early,1221,1947.0,132.0768,586,57-00-1,C00300,HMDB00064
513,477,creatinine,Amino Acid,Creatine Metabolism,LC/MS Pos Early,275,2055.0,114.0662,588,60-27-5,C00791,HMDB00562
37077,684,cyclo(gly-pro),Peptide,Dipeptide,LC/MS Pos Early,100001946,1349.0,155.0815,126154,3705-27-9,,
18368,525,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,LC/MS Neg,1224,925.0,353.0595,333293,7729-20-6,,
15705,406,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,310,2270.0,223.0747,439258,535-34-2,C02291,HMDB00099
1868,408,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,800,1475.0,122.027,5862,52-90-4;56-89-3,C00097,HMDB00574
22176,414,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,100000808,2273.0,199.9693,115015,1637-71-4,C05824,HMDB00731
37443,421,cysteine sulfinic acid,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100002113,597.0,154.0169,109,207121-48-0,C00606,HMDB00996
35159,520,cysteine-glutathione disulfide,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,100001437,2465.0,427.0952,4247235,13081-14-6,,HMDB00656
35637,523,cysteinylglycine,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,278,2132.0,179.0485,439498,19246-18-5,C01419,HMDB00078
62103,524,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,100002466,2547.0,298.0526,,70555-24-7,,HMDB00709
56,415,cystine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,279,3424.0,239.0166,67678,56-89-3,C00491,HMDB00192
514,4057,cytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,827,2124.0,244.0928,6175,65-46-3,C00475,HMDB00089
573,4058,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,881,2060.0,112.0505,597,71-30-7,C00380,HMDB00630
48728,4857,daidzein sulfate (2),Xenobiotics,Food Component/Plant,LC/MS Neg,100006363,3330.0,333.0076,,,,
64199,5519,De(carboxymethoxy) cetirizine acetic acid,Xenobiotics,Drug - Respiratory,LC/MS Pos Late,100021782,988.0,345.1364,,942193-17-1,,
63685,1578,decadienedioic acid (C10:2-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100021711,2329.7,197.0819,,,,
33941,1747,decanoylcarnitine (C10),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100001251,1130.0,316.2482,10245190,1492-27-9,,HMDB00651
32425,3163,dehydroepiandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,LC/MS Neg,100000792,4745.0,367.1585,12594,651-48-9,C04555,HMDB01032
62287,4173,delta-CEHC,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100020416,3422.0,249.1132,11536125,84599-16-6,,
62286,4174,delta-CEHC glucuronide,Cofactors and Vitamins,Tocopherol Metabolism,LC/MS Neg,100020483,2116.0,425.1453,,,,
36747,1810,deoxycarnitine,Lipid,Carnitine Metabolism,LC/MS Pos Early,100001662,2052.0,146.1176,134,6249-56-5,C01181,HMDB01161
1114,3292,deoxycholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Pos Late,302,1415.0,357.2788,222528,83-44-3,C04483,HMDB00626
63688,3295,deoxycholic acid 12-sulfate*,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100021712,4580.0,235.1175,,,,
63610,3297,deoxycholic acid glucuronide,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100020550,4800.0,567.3175,,,,
62477,5476,desmethylcitalopram*,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100020790,880.0,311.1554,162180,,C16608,"HMDB14021,HMDB60576"
46331,5076,desmethylnaproxen,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,100001787,3045.0,215.0714,13393711,52079-10-4,,HMDB13989
46106,5077,desmethylnaproxen sulfate,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Neg,100001788,2250.0,295.0282,184679,,,
57668,5366,dexlansoprazole,Xenobiotics,Drug - Gastrointestinal,LC/MS Pos Late,100015794,827.0,370.0832,9578005,138530-94-6,D08903,
38314,5687,dexpanthenol,Xenobiotics,Chemical,LC/MS Pos Early,100002376,1740.0,206.1387,4678,16485-10-2,D03726,HMDB04231
38301,5530,dextromethorphan,Xenobiotics,Drug - Respiratory,LC/MS Pos Late,100000740,904.0,272.2009,5362449,18046-32-7,C06947,HMDB01920
63841,5789,dibutyl sulfosuccinate,Xenobiotics,Chemical,LC/MS Neg,100021538,3557.0,309.1013,423891,5144-51-4,,
62478,5477,didesmethylcitalopram*,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100020791,876.0,297.1398,,,,
17805,1468,dihomolinoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,1231,5730.0,307.2643,6439848,2091-39-6,C16525,HMDB05060
35718,1470,dihomolinolenate (20:3n3 or 3n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001739,5596.0,305.2486,5280581,17046-59-2,C03242,HMDB02925
53262,1825,dihomo-linolenoyl-choline,Lipid,Fatty Acid Metabolism (Acyl Choline),LC/MS Pos Late,100009335,1424.0,392.3523,,,,
57521,1779,dihomo-linolenoylcarnitine (C20:3n3 or 6)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",LC/MS Pos Late,100015840,1392.0,450.3578,,,,
57520,1777,dihomo-linoleoylcarnitine (C20:2)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",LC/MS Pos Late,100015839,1436.0,452.3734,,,,
62524,4576,dihydrocaffeate sulfate (2),Xenobiotics,Food Component/Plant,LC/MS Polar,100020822,1328.0,261.0074,,,,
40481,4620,dihydroferulate,Xenobiotics,Food Component/Plant,LC/MS Neg,100003432,1928.0,195.0663,14340,1135-23-5,,
62857,4621,dihydroferulic acid sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100020272,1310.0,275.0231,187489,,,HMDB41724
601,4013,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,923,1910.0,157.0255,648,155-54-4,C00337,HMDB03349
42981,5292,diltiazem,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Late,100004015,888.0,415.1686,39186,33286-22-5,C06958,HMDB14487
43424,5689,dimethyl sulfone,Xenobiotics,Chemical,LC/MS Pos Early,100004284,832.0,95.0161,6213,67-71-0,C11142,HMDB04983
36808,447,dimethylarginine (ADMA + SDMA),Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100001810,2850.0,203.1503,123831,102783-24-4,C03626,HMDB01539
5086,5,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,806,1104.0,104.0706,673,1118-68-9,C01026,HMDB00092
38669,5520,diphenhydramine,Xenobiotics,Drug - Respiratory,LC/MS Pos Late,100002732,911.0,256.1696,3100,147-24-0,C06960,HMDB01927
32415,1475,docosadienoate (22:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001182,6034.0,335.2956,5282807,7370-49-2,C16533,HMDB61714
39837,1600,docosadioate (C22-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100002952,5291.8,369.301,244872,505-56-6,C19625,
44675,1461,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100000665,5525.0,327.233,445580,6217-54-5,C06429,HMDB02183
57523,1786,docosahexaenoylcarnitine (C22:6)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",LC/MS Pos Late,100015845,1349.0,472.3422,,,,
